0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
8.903692,10.5568,8.955162,9.980582,6.8649387,10.691978,5.9812965,12.957851,0.0,18.273598,6.6432967,10.030585,11.326504,43.836792,16.378542,5.579935,0.0,8.040041,4.018452,15.354267,3.027259,0.0,0.0,0.0,0.0,0.0,0.0,13.494112,10.814789,6.867382,0.0,2.1683145,4.524649,3.5190084,3.4653332,1.7282048,3.480234,0.051073927,0.0,0.0,0.9560131,11.221659,0.0,0.7028764,0.0,0.0,9.207084,0.0,0.0
26.57797,0.0,34.627167,3.0586119,17.772522,1.2642933,0.0,26.307224,0.0,12.359251,0.70296,1.849801,26.6718,5.3322797,4.1871095,0.0,3.104206,5.630262,3.820328,1.8908486,1.5368906,5.3486443,0.0,4.562258,0.64603615,10.216712,3.0462456,2.7122383,1.0520015,3.648413,2.4493272,0.0,8.460784,2.6539936,9.208572,6.207853,2.725455,4.466947,0.0,4.2972155,4.987731,4.227796,5.69072,0.0,0.59052664,0.42781866,4.385722,0.0,0.0
15.875986,6.168117,13.869434,1.9044802,6.014927,0.0,18.687096,20.019426,4.097235,2.5134141,1.1058754,2.1664672,6.624434,0.13726293,5.92006,0.0,3.022648,5.631446,10.707489,3.2895808,62.25257,7.748461,4.7509065,2.83376,1.3600049,0.0,5.553265,0.0,21.875055,2.0577936,1.9022557,8.038848,3.916737,2.7335281,5.798597,2.8622923,1.5281413,3.8249114,1.3104331,0.0,0.0,6.8178186,0.0,6.0403285,0.0,0.9337741,2.9769263,1.2164156,0.3725672
5.52181,0.0,58.12735,9.972468,11.039393,0.0,4.892643,24.025076,4.3479323,11.600626,3.468761,4.8399305,2.015758,4.920554,2.140254,0.0,5.3891397,3.4298322,0.0,1.4372874,3.9643102,4.499307,4.942974,0.0,2.8793087,1.892652,2.4829173,2.1677778,6.6183224,0.0,0.0,3.9169636,7.406677,0.34346026,9.295659,5.003324,2.016756,0.0,0.5279308,0.89555436,5.2062116,2.3779626,3.355464,6.5491295,1.6029232,0.95118654,4.5943284,3.481017,0.074993536
6.123781,0.4203612,82.34085,1.9669505,4.7140102,7.9547772,7.271728,1.974771,0.0,1.2556862,11.209372,2.3525066,0.0,5.2049565,1.9937284,1.177676,6.292075,4.4835544,4.2148128,5.3840504,3.5219615,3.3891945,0.0,0.0,0.0,3.890858,0.77851826,0.0,2.5727754,0.42138433,5.1609898,6.9001617,3.7512996,2.7980213,8.234646,4.611541,1.1097813,0.0,0.0,0.0,1.7540948,0.5495673,5.0557475,1.3137085,2.544892,4.548847,1.4593091,3.0586526,0.53185576
20.35665,4.126722,4.3050704,3.559818,20.953503,13.96876,20.839172,13.682534,5.0083475,19.734537,5.6076035,0.3023901,5.847436,49.510628,12.217561,8.618688,0.5336719,10.845282,0.6798122,11.01431,2.161471,0.0,0.017995574,0.0,0.0,0.0,0.20771138,9.265,9.444883,10.513597,1.1984552,7.7118406,0.0,5.2495384,0.0,1.5851706,2.7797387,0.0,4.7315216,2.7885482,4.207164,12.677218,5.240043,4.100071,0.0,2.6110334,11.137574,0.851707,1.3610048
5.5448017,1.1701398,74.2296,2.0186727,8.183705,15.011586,15.960553,3.9266572,0.0,0.4791301,0.14870414,0.0,0.0,7.8764925,2.7442374,3.2256517,6.6855965,0.09434661,1.7696155,3.0605772,14.50447,4.6560626,1.9870646,2.4243846,2.2626812,0.0,0.0,0.0,15.060142,4.470993,0.5531058,4.1550794,6.305659,0.6637588,4.1776786,2.1980326,2.379197,0.0,0.009507872,0.0,1.1279402,2.1099238,1.2199144,4.2949405,1.1042963,2.8517718,3.8916092,1.5562505,1.0666479
10.372078,8.144656,54.193367,2.1592605,1.1437993,9.216758,11.821257,36.05063,14.622745,7.1246834,0.0,19.427015,2.9455612,8.381876,0.0,0.0,4.9916615,2.0360126,1.7784252,5.174365,6.7658873,4.4609346,1.18915,6.189032,3.2400243,8.460626,8.559805,2.8887017,0.9685526,1.7014701,4.2265167,1.5148243,3.896086,0.0,3.4966383,6.887109,1.9187454,4.6136193,3.4579911,5.480562,10.057427,4.2678294,8.9157715,0.3691256,2.2153919,3.877452,0.0,5.339811,2.9140573
0.0,17.082186,26.674206,31.834394,1.5249124,6.891845,3.5138354,10.115395,0.0,52.36242,12.123624,16.50173,3.0537558,11.954374,2.7594864,6.648992,4.455305,8.979137,0.43585095,0.0,4.873619,0.0,1.9827807,6.3605967,3.4555562,4.2545238,0.0,13.183384,9.304222,2.8668888,4.492533,2.5351298,0.40007588,1.1104403,4.639531,5.555161,10.977941,0.0,3.9316854,1.8293556,11.950837,2.3483472,3.9942713,2.3543808,3.9710336,0.0,1.8447412,5.0531235,3.5149953
27.152452,64.0243,6.214699,5.7611713,21.21375,6.4932137,0.19668174,5.949362,16.40235,6.4946985,1.384354,3.2556407,18.951338,0.0,12.100596,2.3811262,9.1411705,0.0,7.325788,2.3263586,3.0754902,5.91357,3.7627954,3.9594119,1.7980632,1.0521181,1.5042108,4.62447,0.0,5.0073485,5.9573674,5.2924266,4.7943954,1.4665562,3.1012058,0.0,3.732192,0.39802194,7.737577,6.6991677,4.79718,4.1726546,5.432702,4.7632422,0.903137,1.824428,2.5892084,5.421217,0.29182267
4.19363,69.533585,17.135971,0.0,4.9726562,2.0435836,0.0,6.107533,2.032272,21.32603,3.018081,14.033153,2.1721306,0.36397502,3.5166311,3.9142187,8.240756,0.0,21.89905,2.017805,4.424615,0.0,0.9217011,10.324851,4.268311,7.9017,0.0,2.2647505,0.0,0.0,0.6601667,0.0,1.3606098,0.0,1.4749415,0.0,1.7328666,5.3145304,3.9946985,5.118414,7.792189,1.7311528,3.9247448,0.0,1.4754537,1.3347647,0.0,2.4602137,0.49197254
4.5095787,70.756805,4.171323,2.1558666,16.409832,9.681154,0.5322028,3.6270342,0.29693452,9.766772,5.1301093,18.988878,3.6063411,1.6890833,6.3408732,4.0158496,1.6472206,5.6102633,23.29948,3.7613907,1.4997005,0.0,5.8915167,10.513372,3.1815615,11.152558,0.0,5.871927,2.7259405,0.0,0.0,0.8523663,0.0,1.9685276,0.0,0.0,3.8248975,0.0,0.0,6.997022,0.0,5.4105678,6.4103084,2.3043156,1.6013451,1.3595048,0.0,2.3253486,0.41837955
5.4185147,44.82454,25.586733,7.486888,2.7017667,1.0930638,2.3360345,6.4110885,3.2380667,35.89256,3.8807132,12.766522,5.9348946,6.5633254,0.0,4.297391,0.0,5.5383563,11.424773,5.551901,3.0403504,0.0,3.126604,0.0,0.6140909,3.615976,1.6290195,3.1503167,2.61183,0.0,4.038748,0.0,6.1586475,0.0,0.40450525,3.438161,4.359789,2.2584844,5.675394,2.7362535,15.493875,3.8903923,3.6822855,0.0,6.1356325,4.710613,3.693337,1.555033,0.5559981
1.8167876,5.486834,76.36301,1.9546207,0.0,9.095044,5.008031,3.7777138,3.446164,14.228608,4.2174196,4.352774,0.27646992,1.1578507,0.0,4.4864306,2.870453,1.329449,4.4720654,3.4107227,4.149685,0.6758332,0.8913831,2.1437979,1.160248,3.0193324,4.8399687,1.1583769,0.89508367,0.0,0.0,2.666159,2.8539429,0.63749665,3.9425426,1.579125,1.9425143,0.0,1.6895778,0.0,6.90275,2.513239,1.8991666,0.0,3.726424,2.822491,0.07322244,3.5431595,0.0
30.769392,9.277019,0.0,2.4378645,11.667216,0.0,14.461531,11.06764,8.036282,12.346463,10.323829,24.568653,15.376484,4.361168,17.2286,0.0,7.583759,2.2798178,7.2016163,5.8189187,11.669592,8.078066,4.5472465,0.50615895,0.0,0.0,0.7950616,9.659721,11.734799,0.17576702,8.144812,1.3819054,0.0,1.4727229,2.3774316,1.1956371,4.261543,8.990736,0.0,0.0,2.8942564,11.707239,4.0457993,3.846752,7.7046485,0.0,6.529741,0.0,0.6190181
2.539813,6.7185254,17.218376,9.811182,12.578976,14.275448,24.510847,2.6403713,0.0,29.96442,6.851477,2.190131,8.223275,30.933449,12.605574,6.4805927,0.0,10.409143,0.7773438,3.6405444,6.4497514,0.0,0.0,0.67956376,0.42967606,0.0,0.0,7.8616223,21.308723,9.47314,0.0,3.8670824,0.0,2.7368016,0.0,0.0,4.9445944,2.8482697,4.8501377,0.0,0.0,9.825434,5.6019363,1.5289402,4.9153223,0.45085466,4.2380557,1.4031804,2.6451275
23.343073,33.81602,23.94163,11.838787,9.941017,2.794623,0.0,0.0,0.0,6.504402,7.2421017,5.485243,9.807578,1.5026351,9.589525,7.290216,1.5943798,0.0,37.901943,0.0,15.1832905,1.1729141,9.510018,3.870142,18.621435,0.0,0.0,3.8632817,0.0,0.0,4.498189,0.7654949,3.9426885,2.6936767,0.0,1.8712226,0.0,0.0,8.040323,4.3205776,1.637839,0.4726299,3.3750572,6.994454,15.69278,2.9979246,3.361103,2.008332,0.8170559
17.113594,0.0,44.847702,5.4865413,1.651589,1.7525438,8.398249,33.661156,2.4588704,9.388475,1.1838205,3.4146752,5.0607314,2.088984,8.316438,0.7747707,2.2513015,0.0,2.8183043,4.276367,11.539832,3.28319,2.577341,4.4521055,4.6541634,0.0,0.0,0.0,4.227677,3.4234226,0.8350346,0.37695226,6.114025,0.0,3.5423172,2.64024,0.0,5.621945,2.7728877,4.1713896,8.907317,2.88622,2.2038863,0.121194124,0.41434988,0.0,2.240991,2.7195673,2.3236341
4.2489247,0.0,72.365685,2.8383918,2.4175632,14.801487,19.958344,5.1749063,6.329596,5.035782,2.0758975,0.47858116,2.1429017,4.275667,0.0,0.48842713,2.4998686,1.3101921,0.30153525,1.266519,0.040500052,8.060429,0.06679362,1.4866312,0.0,2.3201602,3.2228723,0.0,4.338231,0.0,2.5586493,3.2841551,3.7429478,0.0,0.5131025,0.0,0.022760384,4.1446137,0.7153878,2.1956303,0.0,1.9528756,0.86233747,0.46946818,2.7359114,1.9695535,1.5549253,0.0,0.0
17.741833,3.8028736,16.726385,0.7732668,9.9542265,29.82352,36.325882,33.998714,4.8620906,9.593085,3.8818014,2.7898982,0.0,35.68093,0.0,5.246703,0.09691436,7.695614,1.0753728,6.216641,19.02937,2.0767317,3.3231204,0.67759866,1.3033648,3.329181,4.178403,9.182708,9.123619,4.61248,6.492664,0.0,2.8642986,0.0,0.090707466,3.1713207,0.90593845,0.0,0.0,2.6238842,3.1371295,5.7971315,14.803258,0.7700592,6.4224877,6.7662225,0.0,4.321682,0.0
35.865257,5.2264805,3.152538,17.204185,9.589372,5.956402,0.93517864,36.114437,7.9777045,2.1374538,29.289558,15.3045635,9.729893,14.920723,5.39362,2.6841373,23.553728,11.0765505,1.8752357,0.0,9.823873,0.0,5.061146,4.879932,0.0,0.0,2.4363127,5.102641,3.59608,3.0474515,4.4245563,1.0441436,0.0,0.0,2.256715,0.0,0.0,0.0,1.9829022,0.0,3.295514,3.3221529,10.56031,7.1414165,5.830381,0.0,4.395943,4.8722663,2.3290453
23.21008,7.6591053,10.819138,0.7645713,5.50573,4.3206325,22.049828,28.00602,4.8188562,7.6726437,9.134953,30.803999,16.602839,0.0,12.043144,0.0,4.3699956,3.071499,2.8281612,3.9345584,7.6258802,0.35623527,7.216277,4.445196,0.0,3.686383,4.958437,9.560946,18.262758,0.96156794,0.0,2.0080972,2.526753,0.0,6.060449,2.6189647,0.0,0.0,3.3522315,4.417765,0.0,12.728347,0.0,2.1070635,3.1150663,0.0,3.3944159,0.0,2.2557538
23.992487,16.899916,2.181036,0.0,16.304678,39.32342,5.715757,0.0,7.6117754,3.042901,19.34769,29.181776,1.5554523,0.0,4.881485,0.5262259,9.545662,0.6027531,17.965103,10.178265,6.792838,1.2912949,7.280058,37.90339,6.7201705,14.5613,0.75849307,1.4591442,2.688322,3.761485,4.6345053,0.0,0.4868078,0.0,0.0,0.0,4.8321238,11.457027,0.0,0.0,6.658961,3.0299249,2.5799637,1.8254771,0.38484895,0.5591578,0.0,6.353467,1.01785
2.98976,1.3620956,80.18024,3.7031202,2.7222579,5.300377,8.18974,0.0,0.0,5.9656034,5.7958617,6.5396533,0.0,1.7688096,4.144396,1.7851048,6.6304607,0.5827386,11.7944,1.9374944,16.407225,7.2079153,0.0,0.41437548,4.3277173,1.6758589,4.159073,4.1680484,3.6746855,0.0,2.268041,6.9745383,2.042243,2.0322835,10.51188,0.0018225983,0.0,6.1117916,0.0,0.0,2.0533626,1.2067925,1.7841825,0.039730035,1.0897317,3.760047,1.8903627,1.3375745,0.0
29.773695,8.329111,1.0683051,2.7707446,53.216022,0.0,10.731665,6.4507127,8.835274,14.359236,2.8996062,0.41549057,5.736024,0.0,4.1465235,3.2660718,4.9712477,7.936043,13.520739,0.0,9.979604,0.0,1.2191536,1.468344,31.053173,3.7427678,3.271205,0.0,1.2719046,0.0,1.6719557,6.233855,0.0,0.0,0.49823746,0.0,6.289118,0.0,7.163714,0.34868777,1.0077298,3.4553354,3.3132613,3.6637783,2.2501266,5.8970227,0.0,0.36602634,0.48624313
7.0738883,9.0115595,27.000654,21.1191,0.55844104,21.32751,30.738106,20.868622,7.8574567,27.875181,9.912133,3.0434644,0.0,22.392735,0.0,6.715299,2.1976428,2.3749893,4.611854,1.9742887,11.692667,3.4436815,0.24912134,2.324883,5.7499337,4.026238,5.874962,3.3286903,9.759014,0.0,1.6836025,1.1006433,0.0,0.0,0.0,0.16978756,5.700405,1.4442444,0.0,0.6381304,4.2534037,4.1970634,7.202669,3.9058917,15.768059,6.044723,2.423933,4.293637,2.990663
2.011767,6.829649,75.97905,7.843318,5.6725874,9.829098,12.925763,8.579791,2.822496,6.88993,6.8951716,6.332081,0.81574076,10.562779,5.040462,0.0,9.700055,2.190476,0.0,4.5639358,3.482439,3.0581381,4.9852185,2.3523836,2.8874323,0.0,3.1034536,0.0,4.937405,2.2895567,3.1747184,2.4896123,13.604718,0.0,0.0,3.3358068,0.7545451,2.6189222,0.0,0.0,4.9213653,2.782242,2.8761163,0.0,3.3621955,2.201986,0.0,3.3193092,0.43126437
15.036455,0.0,57.112076,12.459182,14.403729,0.0,0.0,9.801362,4.6329403,5.795125,6.821451,7.8045683,3.9443274,2.7649162,5.343036,0.6260243,4.5222282,4.2093534,1.5422279,0.0,2.4223335,0.19622014,4.2786345,2.8203175,4.329639,12.883973,0.0,2.8908617,5.4132233,1.6441215,2.1178946,3.7963345,2.0709586,1.6151356,7.745804,6.0514235,1.4491491,0.0,0.0,2.4268825,3.1246557,0.74163246,2.7560592,12.487693,4.5731835,2.2141423,4.2372713,1.0930135,2.3982887
39.686073,5.9596786,4.435603,4.0591617,17.546,24.65314,3.9442718,4.505944,1.2932053,0.0,9.268745,7.884888,37.49079,0.0,6.045247,9.111491,0.0,26.210249,7.3426523,1.4714308,3.277269,1.2391548,2.3113801,25.572495,0.283031,7.8515425,0.0,0.0,0.8691972,5.0808296,2.1755717,2.4009588,8.173524,3.3288896,0.0,0.56889284,1.3531508,3.4205,7.882513,0.0,0.0,0.0,0.0,1.6057,0.0,0.0,0.0,5.7921968,2.062335
15.095347,0.2014556,10.603055,21.75402,10.320658,2.0885494,12.339475,19.630535,0.0,42.4291,0.0,8.719813,8.754835,12.464755,1.0591049,4.5314164,0.10313694,13.504919,0.0,9.982866,0.0,0.0,0.0,0.0,0.0,8.141952,1.5189596,4.03369,5.356443,2.0709865,0.0,3.839702,1.9579891,1.2650888,1.0061642,1.1049259,0.0,0.0,10.150086,3.6329362,3.3960388,4.6870966,4.7404146,3.860228,0.0,3.6628559,5.7538705,0.0,2.1657574
19.455568,0.22958088,7.3241205,27.837029,0.0,0.9218733,4.9058967,26.282354,0.0,26.973747,10.506286,4.0047703,8.812582,39.072285,0.0,8.863519,3.5184958,2.9599712,2.0016189,13.111024,34.447796,0.0,3.6200025,0.65207344,2.638548,4.2982764,5.209411,5.3322396,9.681742,1.7205775,0.0,0.0,2.738032,0.0,7.4522576,0.0,5.8258753,0.0,0.0,6.2468095,4.37911,3.1253173,0.7608843,0.0,0.94707835,0.19732602,1.8426676,0.0,3.8923438
28.398022,0.0,5.427416,5.634432,9.169151,0.0,24.906137,14.228641,8.857661,9.094507,7.2930017,37.274174,7.2394996,1.2753732,7.5638795,0.0,8.196069,4.3157854,0.0,6.5538607,3.3987272,4.3254614,1.7397387,3.4782734,0.0,0.0,5.2012334,3.3916705,12.358143,0.0,1.6721368,4.0018144,1.4471745,2.940067,0.9749159,0.010930188,0.0,3.1605766,1.513105,0.0,2.0657103,7.943207,4.363494,0.0,5.194094,0.0,5.138497,0.01023896,0.10187319
21.213203,0.0,7.619213,0.0,4.817462,8.32876,30.585304,57.794415,2.7134001,13.160316,6.2103415,9.32267,5.2004213,4.3928437,4.431823,0.0,2.3228295,7.7287345,0.0,3.266934,1.2102981,0.0,3.161729,0.0,0.0,1.1700091,1.8686161,2.7912936,7.4423356,1.4956591,1.8792648,6.3762984,0.0,0.00012926757,0.0,6.0011377,0.0,0.24608406,7.2362275,0.41642803,0.46247897,6.6970983,4.902718,0.0,3.1939197,0.0,3.4560766,1.649482,1.2698776
10.305151,0.0,71.48006,5.3667827,0.61275375,0.0,9.410496,8.289404,0.0,4.222001,1.722462,3.5873256,1.426478,4.3138614,4.4069347,0.0,2.3820562,3.33433,4.514237,1.568993,25.930668,4.9857087,0.0,1.3355591,3.5785012,3.3452995,0.0,0.0,23.265324,1.3373884,0.0,3.3811655,6.5783606,3.9332223,2.040964,5.18183,5.115884,1.6690748,0.0,0.0,3.6073418,2.3444884,2.1960187,2.0018275,1.3621166,1.2207375,1.5419486,0.0,1.2850311
11.584917,10.35981,15.788497,17.88624,1.8461571,4.7397337,7.489924,7.1127286,3.3943639,41.100136,3.6633809,6.844204,5.5009837,5.6956806,3.5020657,2.8707194,0.5724646,7.6618633,0.0,5.3379602,4.4451838,0.51504457,0.36439177,0.0,2.4314306,2.9169567,0.3235731,3.951445,5.0297627,5.242835,0.0,0.0,0.49776137,0.3548814,0.24897484,2.725443,0.24144444,5.3454733,8.099761,8.282068,9.199293,3.912542,0.0,0.0,4.926272,2.5000868,0.12852177,0.0,4.9775743
27.035147,4.0352545,12.74028,11.46606,12.893033,0.27274314,0.0,54.354225,1.5509877,30.00428,0.0,7.960375,12.845731,12.098197,0.0,8.549616,0.0,4.847022,4.648772,2.4894848,12.651425,0.0,0.38449,0.0,1.1869129,0.62969553,4.2651644,8.543403,1.6021924,2.6883874,0.0,0.0,1.5146879,0.0,4.470686,0.0,0.4443651,0.0,0.0,1.8728977,8.241196,2.2333708,14.595549,2.8700323,0.0,0.0,0.6590168,0.07745963,0.920655
18.690676,73.98723,3.7798982,5.214689,18.688126,6.571035,3.8099592,1.4407518,3.841792,1.4836802,5.2372327,3.123787,8.018925,0.3904033,10.995363,6.125273,4.2997956,4.049481,15.547284,0.09745862,4.9463234,0.0,1.2082769,2.575483,2.8994694,0.0,2.6989524,0.109815784,2.6634798,2.519564,1.6402783,2.6158617,0.43927035,1.1150618,3.871905,1.3401687,1.397546,0.0,5.431119,3.9015954,0.5799269,3.3437676,2.565405,1.9653093,2.1969397,0.08241637,2.643289,0.0,0.0
4.556383,0.0,79.577545,1.1958021,2.4934447,2.4420285,4.1747756,5.60952,3.5676842,8.75903,0.0,4.8211784,0.0,0.0,0.15520383,1.9881768,0.0,0.09585945,0.0,8.504297,5.85786,2.779183,0.0,2.2372608,0.0,0.0,1.5790154,0.0,2.4407358,0.0,0.0,5.9488916,0.5171387,3.089815,8.594354,1.7342882,2.3160164,1.7582151,0.87340474,2.3341079,1.5263997,2.3096223,4.8315315,1.2597421,1.0893753,1.0041957,0.0,1.0881456,0.6571079
1.2069259,18.178797,13.334635,15.901857,6.5274897,0.0,0.0,3.047598,5.056938,26.84792,36.10565,16.345568,3.7864823,12.487254,0.0,10.38824,8.756407,26.599112,6.4604373,3.0473988,1.7498761,0.0,10.153067,12.384443,5.6304636,8.708029,0.0,5.07861,0.0,3.240039,10.139913,3.1660821,2.8893733,3.2382872,0.31344238,0.0,4.816657,4.896502,2.150688,2.9639506,9.099791,2.0920818,2.5309842,5.19783,35.952644,3.7246351,2.1981091,11.193161,3.3829966
21.30824,28.885365,10.189399,11.702169,32.4886,5.008806,7.63578,8.707964,3.9218242,33.74214,1.5419503,9.09553,11.058833,0.0,2.224389,6.393098,3.9986427,10.774266,12.278627,2.2810006,7.066702,0.0,0.0,0.0,3.760847,0.0,1.631486,2.1702461,5.655346,2.2745457,0.0,2.3865833,4.1002173,0.0,1.0740072,0.0,2.4911351,0.0,4.82848,3.9171405,3.8014863,6.4524403,5.0758753,1.6039845,2.7782772,3.231607,4.16861,4.4856815,2.213975
1.8292029,0.0,83.593834,0.0,3.6378198,15.637046,5.91574,4.8597627,3.6457896,2.415373,2.87305,2.539301,0.0,4.018738,0.0,3.3628364,0.0,0.80996734,0.0,7.32003,3.1159964,1.3409855,0.0,0.020647794,0.0,5.570833,2.7450545,2.5732062,4.2474146,0.0,7.1380777,6.7383685,2.0031824,3.4086769,5.6351676,2.0111156,0.0,0.56113684,0.0,1.6390439,4.045836,0.38282797,4.7742844,2.1532063,4.457537,2.5583375,4.3640947,1.9118067,0.0
4.231584,2.8215053,13.205807,16.409328,20.557064,1.4413303,8.851871,4.7122984,0.0,45.802616,8.8743515,0.0,24.617744,27.797335,0.0,9.442698,0.0,11.503388,2.1873074,10.14097,2.5279238,0.0,0.0,2.1653197,6.62852,3.6304083,6.8301706,14.050144,3.7280138,3.5566635,0.0,0.0,5.7409773,0.65112764,0.0,2.1272268,6.6833534,0.36784673,4.7491918,2.9655504,0.48704314,5.098946,6.297751,0.0,3.362453,3.074931,0.0,0.0,0.0
14.336826,3.9940073,36.41217,13.179395,1.0432482,4.0936375,26.986917,23.92905,12.62695,13.740979,0.0,10.495356,0.0,23.145098,4.6333017,0.89935625,2.5035064,4.800275,3.6001065,7.511608,30.23234,11.252089,0.0,0.0,0.0,0.5660665,4.4458733,0.0,13.449296,5.7962933,2.8066192,4.576415,3.2756944,0.24083051,0.0,4.853154,2.6068428,2.38562,0.0,0.0,1.9858258,2.6582015,9.573002,0.0,6.1974072,2.0408561,0.0,0.0,0.0
